id,vote,program,subvote,item,fy12,fy13,fy14
40,Judiciary,Administration,(unknown),Basic Salaries Pensionable Posts,1711688154,0,0
40,Judiciary,Administration,(unknown),Office And General Supplies And Services,109819320,0,0
40,Judiciary,Administration,(unknown),Medical Supplies And Services,4335000,0,0
40,Judiciary,Administration,(unknown),Training Foreign,25068640,0,0
40,Judiciary,Administration,(unknown),Communications &amp; Information,169443159,0,0
40,Judiciary,Administration,(unknown),Hospitality Supplies And Services,44892069,0,0
40,Judiciary,Administration,(unknown),Other Operating Expenses,26670300,0,0
40,Judiciary,Administration,(unknown),Routine Maintenance And Repair Of Office Equipment,4636360,0,0
40,Judiciary,Administration,(unknown),Current Grant To Non Financial Public,1867230690,0,0
40,Judiciary,Administration,(unknown),Acquisition Of Specialized Equipment,5000000,0,0
40,Judiciary,Administration,(unknown),Acquisition Ofoflice And General Equipment,17809000,0,0
40,Judiciary,Administration,(unknown),Personnel Allowances (non-discretionary),148307500,0,0
40,Judiciary,Administration,(unknown),Personal Allowances Ln-kind,4235000,0,0
40,Judiciary,Administration,(unknown),Fuel Oils lubricants,772000,0,0
40,Judiciary,Administration,(unknown),Training Domestic,22163000,0,0
40,Judiciary,Administration,(unknown),Travel Ln - Country,28843449,0,0
40,Judiciary,Administration,Audi . Lnit,Personnel Allowances (non-discretionary),46758000,0,0
40,Judiciary,Administration,Audi . Lnit,Office And General Supplies And Services,500000,0,0
40,Judiciary,Administration,Audi . Lnit,Rental Expenses,6850000,0,0
40,Judiciary,Administration,Audi . Lnit,Travel Ln - Country,38007939,0,0
40,Judiciary,Administration,Audi . Lnit,•hospitality Supplies And Services,2400000,0,0
40,Judiciary,Court Operations,Court Of Appeal Dar Es-salaam,Basic Salaries Pensionable Posts,157823116,27583442000,30980157000
40,Judiciary,Court Operations,Court Of Appeal Dar Es Salaam,Office And General Supplies And Services,37684088,0,0
40,Judiciary,Court Operations,Court Of Appeal Dar Es Salaam,Rental Expenses,1168200,0,0
40,Judiciary,Court Operations,Court Of Appeal Dar Es Salaam,Training Foreign,15821370,0,0
40,Judiciary,Court Operations,Court Of Appeal Dar Es Salaam,Hospitality Supplies And Services,168145057,0,0
40,Judiciary,Court Operations,Court Of Appeal Dar Es Salaam,Routine Maintenance And Repair Ofvehicles And,12411658,0,0
40,Judiciary,Court Operations,Court Of Appeal Dar Es Salaam,Current Grant To Non Financial Public,16280175826,57832469000,88000000000
40,Judiciary,Court Operations,Court Of Appeal Dar Es Salaam,Acquisition Of Household &amp; Institutional Equipment,28000000,0,0
